t,Rg_rep1,Rg_rep2,Rg_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3
11227.5,21.756927,21.99765808,20.98793492,2.6420779,2.835698053,2.858762561,1.6065364,1.638509896,1.556073366,1.9403772,1.824377064,1.821495926
11228,21.766541,20.64382681,21.86557608,2.6237779,2.516631748,2.601499332,1.7142698,1.664327738,1.718466468,1.8868049,1.901509505,1.693966059
11228.5,21.79376,23.09012673,22.62349578,2.6425076,2.725510027,2.610649387,1.702709,1.810210778,1.664042137,1.9888803,2.029198593,2.052858667
11229,21.768881,21.31248864,22.5134645,2.5614142,2.383886475,2.63928427,1.5767863,1.62655172,1.424931572,1.9545755,1.945361179,1.830749126
11229.5,21.757246,22.61965083,19.62384399,2.5393581,2.462690759,2.533126223,1.6810936,1.818425158,1.626628472,1.8765241,2.030233488,2.14536504
11230,21.772802,20.82340681,20.1189965,2.5078681,2.549132651,2.47106391,1.5629671,1.440277189,1.472167889,1.8542109,1.778165776,1.682036083
11230.5,21.753641,20.80347257,22.22185963,2.4580095,2.383817602,2.68637458,1.7242906,1.700809712,1.628178006,1.8409922,1.769421864,1.807524454
11231,21.752556,21.91948407,24.26112271,2.462851,2.274392957,2.404984898,1.6349912,1.716155664,1.41341837,1.8608348,1.761946641,2.04152867
11231.5,21.78871,21.61787521,20.72987713,2.4712563,2.418764446,2.611842017,1.549837,1.629562029,1.51340192,1.8071934,1.777531149,1.781259615
11232,21.764881,23.35189643,22.6389696,2.5278318,2.573083889,2.390475037,1.5901178,1.515756609,1.473279601,1.9404056,1.919728093,1.807252569
11232.5,21.783964,21.73588522,21.77374991,2.5760314,2.670626641,2.687675625,1.6772935,1.69142967,1.655369246,1.9044989,1.883379942,1.874157965
11233,21.748301,20.91703004,22.43254958,2.5463274,2.607134238,2.427341954,1.5792794,1.551391197,1.669045759,1.9270419,1.857543542,1.943180465
11233.5,21.781527,20.66135082,21.71922283,2.5492232,2.679940256,2.719679417,1.6842785,1.559167835,1.545997183,1.8920901,1.9375205,1.939686096
11234,21.741484,21.76452997,20.34108077,2.5631063,2.493054288,2.66615935,1.7137984,1.652354663,1.707070882,1.904572,1.906311277,1.801520416
11234.5,21.736975,21.15282472,21.40872897,2.5484087,2.474897686,2.523691632,1.608759,1.688709839,1.567319989,1.8531593,1.838880182,1.856675825
11235,21.774113,21.78223493,23.23622365,2.5370562,2.435304345,2.465484297,1.6297846,1.71084467,1.715975181,1.9625876,2.082454491,1.996293066
11235.5,21.791973,22.03007936,21.57347995,2.5225444,2.702565432,2.495569569,1.6660712,1.620773047,1.669216376,1.886915,1.973646445,1.941314621
11236,21.710066,21.2982755,21.02354055,2.4823964,2.422544157,2.599614808,1.6243117,1.737893516,1.72376331,1.8268758,1.793739637,1.802974581
11236.5,21.733307,20.69459308,20.72006973,2.4930761,2.266853898,2.58104642,1.7237877,1.724495355,1.746746206,1.9489431,1.848944683,1.936392992
11237,21.820232,23.97465319,20.96197798,2.5316591,2.751932875,2.487816576,1.58122,1.344090195,1.642677108,1.9007965,2.05620576,2.062834885
11237.5,21.813698,20.96095708,23.62599336,2.5251162,2.683201285,2.680254219,1.719224,1.810289544,1.780107541,1.9122684,2.040512695,1.879626579
11238,21.771013,23.72956,22.17939328,2.4985542,2.353914904,2.723879416,1.6086808,1.524548343,1.525291967,1.9206696,1.998415751,1.903843733
11238.5,21.703087,21.82504229,22.70374365,2.5013912,2.585945787,2.47873462,1.7406374,1.710183794,1.84666655,1.9156729,2.000451104,1.945143571
11239,21.687548,20.28257467,21.9406004,2.5160429,2.762682018,2.674397918,1.6217648,1.821968947,1.654771183,1.8243364,1.659758119,1.764769954
11239.5,21.758253,23.45931792,21.01585203,2.5281684,2.308605018,2.332268057,1.6942489,1.743545365,1.648753454,1.8570005,1.76838675,1.795671531
11240,21.741793,22.24149572,21.99015538,2.5347381,2.37629999,2.604321364,1.6101271,1.642905393,1.649450718,1.8961191,1.878345568,1.838737626
11240.5,21.808437,21.51843461,22.7386469,2.5633619,2.609286425,2.520773594,1.7235852,1.576419966,1.558105538,1.8906596,1.949208826,2.055658384
11241,21.797802,21.45637703,20.98688801,2.5480049,2.350634286,2.685675125,1.6634429,1.719959484,1.65325349,1.8852831,1.826630593,1.898068485
11241.5,21.747293,21.68933467,22.49512956,2.498131,2.538973985,2.688136104,1.6137508,1.608206566,1.470465719,1.8440177,1.841007167,1.854878161
11242,21.703604,22.34262624,22.06178769,2.4781551,2.444014497,2.578153255,1.6830161,1.769089913,1.629234534,1.808555,1.91227454,1.726901143
11242.5,21.727484,21.09169648,21.81688919,2.4947009,2.424829978,2.750383541,1.6826904,1.735327097,1.691965947,1.8579957,2.013559669,1.796667083
11243,21.751398,22.94472999,21.91452541,2.4771802,2.365926382,2.65743043,1.6872774,1.662682833,1.581695693,1.9095672,1.831532005,1.870788724
11243.5,21.738848,23.33573991,22.39359665,2.4781115,2.530625345,2.472179554,1.6473612,1.564847868,1.682473947,1.7830367,1.74403376,1.808180842
11244,21.767916,20.74034111,23.34056031,2.4462919,2.397392507,2.705606594,1.6961589,1.744203173,1.768593229,1.8726752,1.814643372,1.83287707
11244.5,21.753962,21.85517141,22.42809565,2.4718149,2.510113855,2.53049892,1.6577657,1.499449427,1.605646815,1.9110444,1.748238248,1.900086291
11245,21.747719,21.22664388,20.7119253,2.4671404,2.357215624,2.604050713,1.6248335,1.658285238,1.534201025,1.8191351,1.787570041,1.861049472
11245.5,21.732029,22.51107482,22.20037963,2.5079355,2.570686125,2.50331421,1.6971078,1.770180829,1.785221693,1.9045991,1.854315298,1.898382711
11246,21.689623,21.45063397,20.24107291,2.5238893,2.77726149,2.817111568,1.5775555,1.494900655,1.669044313,1.8036562,1.863919918,1.758962656
11246.5,21.70529,22.80268284,23.2145915,2.5802884,2.641470937,2.672457685,1.6054353,1.677244368,1.711898028,1.9240253,1.924046289,1.83860838
11247,21.787903,22.31407941,21.76314204,2.5704882,2.599084769,2.781468708,1.6079625,1.49474013,1.69912945,1.9064658,1.885710658,1.863746076
11247.5,21.855925,20.19551521,23.64468501,2.6038742,2.686216305,2.604847343,1.7622715,1.781927121,1.840536091,1.9746662,2.068768047,1.995011579
11248,21.839462,20.5970365,23.03253053,2.5953503,2.608167258,2.463685928,1.6319653,1.642796774,1.584291886,1.9355035,2.130185949,1.893326286
11248.5,21.769211,21.55820068,20.00637174,2.5463979,2.476253359,2.584593274,1.7050891,1.707816238,1.479875542,1.9040847,2.061325029,1.794039727
11249,21.697212,22.62803656,22.56181369,2.5217333,2.604035144,2.46324108,1.7112321,1.691283957,1.698197049,1.8658793,1.84532585,1.874779598
11249.5,21.682171,23.29943841,21.99229771,2.496336,2.444039162,2.570695961,1.594884,1.555186874,1.650581566,1.9305999,1.768523337,2.012275187
11250,21.701969,20.01203603,21.2747662,2.512219,2.655056693,2.338654721,1.753024,1.575452745,1.87159324,1.9155508,2.069791258,1.772686118
11250.5,21.756319,21.47804296,21.43805378,2.5241191,2.570632562,2.43042009,1.6370682,1.723992694,1.692300178,1.8868414,1.829997233,1.876530811
11251,21.751921,22.40330122,24.55742892,2.4839301,2.356806594,2.251373123,1.6017101,1.5503839,1.638449208,1.8112915,1.850926675,1.825005117
11251.5,21.785688,22.23944034,21.54540069,2.5241544,2.569734084,2.424625507,1.5574942,1.672544567,1.571220272,1.8728127,1.865588035,1.964009291
11252,21.758022,23.50746949,20.75399751,2.500253,2.507793509,2.499770404,1.6897033,1.740663402,1.660385712,1.9298029,2.000522852,1.99228475
11252.5,21.711838,21.16356196,21.89979808,2.4555383,2.481351452,2.27450792,1.7172428,1.592532303,1.535323037,1.8846222,1.894824438,1.861423236
11253,21.706821,21.78293206,22.89318412,2.5246115,2.592492775,2.781283678,1.6664226,1.656107008,1.569840068,1.809038,1.97049734,1.677226988
11253.5,21.712013,19.86819372,21.44767741,2.499434,2.352585974,2.726790914,1.6528243,1.573740063,1.813985644,1.9047846,1.900961926,2.105251295
11254,21.745523,20.89811854,22.17204143,2.5495496,2.400195735,2.677656494,1.7239876,1.680501498,1.77097603,1.8231119,1.688854913,1.790987278
11254.5,21.731148,22.12597879,22.36242184,2.5560789,2.595272012,2.470089041,1.7085801,1.600174142,1.600099164,1.8239257,1.903354187,1.900623365
11255,21.770374,20.31804953,22.13051121,2.5500422,2.481250449,2.338356987,1.6324859,1.650913589,1.643235905,1.8217317,1.827689816,1.87043138
11255.5,21.790247,20.08740284,19.47499227,2.5605173,2.61753296,2.582299318,1.6674187,1.663454671,1.763905114,1.8100634,1.981519148,1.680176162
11256,21.768715,22.41632846,22.98216183,2.5162387,2.701261642,2.428071843,1.684134,1.604768603,1.582975678,1.7607652,1.621865443,1.679914883
11256.5,21.765718,23.20831009,21.09137498,2.4700725,2.513070329,2.514070268,1.6304417,1.779475115,1.554970026,1.8111134,1.912950245,1.883173238
11257,21.694063,22.85277163,21.90748493,2.4449377,2.500663352,2.341921412,1.6822103,1.610164164,1.746920936,1.8398055,1.746805664,1.85427936
11257.5,21.668484,19.47283731,23.19346157,2.4476328,2.383554548,2.391554059,1.6828735,1.682000559,1.766301066,1.772285,1.763382465,1.790851036
11258,21.65839,21.67625919,20.62270647,2.4491067,2.188459929,2.450959268,1.6849463,1.701615473,1.496055984,1.8051642,1.943150355,1.92471697
11258.5,21.677259,20.81462825,21.33256075,2.4479301,2.272371175,2.347996701,1.6555943,1.525306226,1.695178282,1.8185365,1.761007386,1.625205394
11259,21.784389,21.37418352,21.92686808,2.4916146,2.514914986,2.510513647,1.6219496,1.684216288,1.627504939,1.8767728,1.785858359,1.914095381
11259.5,21.814789,21.24538362,20.37482605,2.4985452,2.293098617,2.470938182,1.6498697,1.6964691,1.671878895,1.8077984,1.771980187,1.879458075
11260,21.725031,21.45706097,23.58246157,2.5259938,2.68967453,2.499561217,1.7990243,1.807486722,1.957502799,1.8163738,1.969085544,1.806225208
11260.5,21.707399,22.5051028,20.06143602,2.5331385,2.477330476,2.483348252,1.5782083,1.489185058,1.605821891,1.825762,1.810104533,1.763667545
11261,21.664211,22.75605628,22.00642198,2.5297334,2.352455611,2.387035738,1.6402467,1.589639753,1.63071998,1.8087866,1.732576693,1.805561352
11261.5,21.695881,21.22608318,20.7840405,2.5250192,2.573978642,2.639251547,1.6760482,1.691886037,1.689961881,1.8417305,1.857283528,1.849584372
11262,21.765476,20.23967622,21.52512765,2.5219536,2.61055502,2.579250022,1.6222761,1.702649924,1.588652211,1.9443867,1.920549143,1.894116447
11262.5,21.772907,20.79263599,22.05799352,2.4832911,2.583957607,2.500147444,1.6955906,1.808662664,1.658683509,1.8979788,1.933597802,1.840660127
11263,21.776812,20.98324704,23.14656219,2.4735332,2.342030974,2.355120438,1.6924322,1.740212896,1.643075475,1.8758628,1.728973232,1.816748992
11263.5,21.766548,20.24606077,20.74265379,2.4994354,2.525710576,2.449671615,1.7055876,1.839373904,1.82437375,1.8397466,1.945480048,1.91077193
11264,21.74128,22.15415059,20.25998025,2.4679904,2.210172261,2.771093691,1.656468,1.452970089,1.696152481,1.8370196,1.821043104,1.927516537
11264.5,21.70565,23.62074534,22.33645774,2.4901264,2.379050889,2.61669571,1.7031331,1.776574568,1.533153237,1.8967226,1.926014175,1.903125068
11265,21.738743,21.11503301,21.24748057,2.4740143,2.423203828,2.427398146,1.6798929,1.538461564,1.665282214,1.9179448,1.960109184,2.093514426
11265.5,21.74733,21.0351757,21.93550533,2.479836,2.58506171,2.304785989,1.7011547,1.681978842,1.731837069,1.8912159,1.863194449,1.915180622
11266,21.781254,19.47869954,22.99012038,2.4814081,2.517165763,2.56081579,1.6128445,1.654035339,1.530117862,1.852154,1.968731256,1.797059342
11266.5,21.772676,20.85290123,22.11721535,2.500994,2.534132106,2.578118027,1.6331601,1.665803435,1.575687529,1.9114196,1.789441525,1.800253422
11267,21.782734,21.10079005,21.4553283,2.5155745,2.36630669,2.697769889,1.6942304,1.600787081,1.700878813,1.905292,1.867580416,1.963236679
11267.5,21.763611,21.01026248,22.70673167,2.5220883,2.519928313,2.43559615,1.5434284,1.591779783,1.529832756,1.8814868,1.937198797,1.707052725
11268,21.726313,22.58080414,19.98391604,2.4990308,2.465839281,2.378903793,1.7397432,1.694940402,1.692542821,1.9398814,1.820476932,1.810384514
11268.5,21.732754,22.49297202,20.03631359,2.5473933,2.671756108,2.701929096,1.569142,1.667447337,1.651482691,1.8984271,1.928258685,1.559974079
11269,21.703775,21.19727128,21.62269161,2.5652666,2.425920202,2.76331848,1.6481503,1.537686096,1.659532448,1.8942645,1.708480341,1.856768952
11269.5,21.748398,22.86634755,21.79413417,2.5561571,2.60502989,2.510476799,1.6470903,1.839480797,1.42085469,1.9089435,1.897442086,1.889899493
11270,21.809011,21.87145499,22.80935021,2.5579612,2.604241696,2.516959345,1.5811185,1.628415215,1.65781501,1.9368055,1.871402515,2.04212158
11270.5,21.751242,21.70569528,20.67844003,2.5037513,2.600291206,2.468540923,1.6788441,1.812335265,1.676983376,1.933031,1.844591928,1.89707388
11271,21.762764,21.97481317,21.6107628,2.5056551,2.517170432,2.413141778,1.6616547,1.638666649,1.836099805,1.9489179,2.047462823,1.990815114
11271.5,21.74029,24.21880193,22.26985173,2.5224605,2.568669672,2.320873375,1.6540002,1.589398594,1.560552353,1.9204046,1.783485769,2.048809841
11272,21.766119,21.68601165,21.67128169,2.5430307,2.663020952,2.424531387,1.6114404,1.594711561,1.59712581,1.868361,1.892575313,1.955220998
11272.5,21.722622,23.84523116,20.40123138,2.4956791,2.576566255,2.269454883,1.6732877,1.678027295,1.542488417,1.8564723,1.731620873,1.923646259
11273,21.753296,22.62843292,20.92290038,2.4734042,2.542431994,2.459843633,1.6968638,1.766912622,1.675398461,1.8707435,1.753553823,2.019584929
11273.5,21.76902,21.73462104,21.07976504,2.5226917,2.595861538,2.436384659,1.6874577,1.563640699,1.761117462,1.9771326,1.990207943,2.060853311
11274,21.732067,22.91238005,22.32765974,2.525317,2.44428324,2.594556722,1.6059767,1.69104547,1.542892439,1.9269699,1.929618856,1.987193739
11274.5,21.717857,21.82277106,20.93502631,2.5419881,2.667071713,2.446083085,1.5348835,1.482476553,1.514115239,1.8991952,1.776425633,2.020204051
11275,21.703579,21.4153541,23.30525195,2.5587184,2.600692097,2.5792903,1.6649454,1.694073511,1.808398598,1.9225278,1.952877759,2.017093064
11275.5,21.721189,20.9128955,21.96714361,2.5469935,2.607525779,2.49094943,1.6475484,1.638894177,1.678438641,1.9955297,2.147862276,1.938821171
11276,21.755774,22.7231981,22.05910048,2.5121017,2.577314524,2.432026056,1.6577795,1.642752216,1.732335425,1.9247582,1.890501039,1.85060927
11276.5,21.829376,21.58213229,24.4448147,2.5083933,2.542908365,2.489080963,1.6358868,1.715924919,1.766886652,1.9612044,1.817408667,2.008017997
11277,21.805862,21.25946948,21.15982818,2.4987936,2.654534523,2.34794021,1.6523567,1.605243178,1.68030292,1.8944874,1.814333215,2.109289621
11277.5,21.719313,22.8790859,23.62254264,2.4740198,2.536070624,2.292632862,1.5241724,1.541006543,1.443538447,1.9047217,1.962805585,1.960020111
11278,21.687517,21.37923706,21.75417855,2.4523726,2.456592028,2.717948953,1.5375214,1.544702849,1.499213146,1.8989967,1.86809668,1.909483332
11278.5,21.701815,21.34213642,19.66037896,2.4679554,2.359585792,2.422889148,1.5789536,1.539445035,1.4632057,1.8646603,1.823726818,1.791069222
11279,21.730621,19.70102326,19.92818857,2.4492762,2.522979788,2.786787189,1.6161175,1.637670285,1.683461491,1.9059334,2.047266414,1.926372517
11279.5,21.754915,20.32115488,22.39111211,2.4611497,2.336375543,2.272452805,1.549734,1.622185296,1.479990071,1.8492787,1.737424786,1.710597477
11280,21.797173,21.74506761,22.77135413,2.5667169,2.535146816,2.549555151,1.7017934,1.832044075,1.888760078,2.0508859,2.045384893,2.043048644
11280.5,21.77844,21.71584789,21.93712788,2.5504813,2.578336557,2.800667634,1.6899662,1.617041666,1.754236165,1.9425944,1.892972412,2.096371956
11281,21.77282,20.57382652,21.43274051,2.5165792,2.59800494,2.501211496,1.6334335,1.689750832,1.489158712,1.9901254,1.905879805,2.044779284
11281.5,21.748608,21.46703845,21.30944861,2.5133469,2.533161776,2.698943633,1.6527996,1.538180516,1.697549874,1.9926046,2.045683179,1.986872915
11282,21.728399,20.56441506,23.73615473,2.5145614,2.301675032,2.57593799,1.7409291,1.745976972,1.871397819,1.9575069,2.016639009,2.041633891
11282.5,21.673901,22.64664728,21.46931787,2.460304,2.516948278,2.436351612,1.6557103,1.599206132,1.604536896,1.8518969,2.022986019,1.782541826
11283,21.695766,21.76408265,20.27339689,2.47088,2.356336217,2.426512778,1.6689243,1.749620209,1.685502696,1.886479,1.913797014,1.917506435
11283.5,21.727772,23.93498053,20.63426311,2.4553547,2.645293989,2.367645135,1.6349765,1.60252174,1.758105238,1.8340511,1.722074743,2.02717263
11284,21.79822,21.25426865,20.60402972,2.4669545,2.18145519,2.662599208,1.6295252,1.632408461,1.645739127,1.841102,1.931527681,1.818733364
11284.5,21.775185,21.80180355,22.50488475,2.4577186,2.516571435,2.404067089,1.6892197,1.754436471,1.779955193,1.8690599,2.008675712,1.935230422
11285,21.702633,21.8823783,20.04714905,2.4588301,2.432051093,2.437038619,1.6333526,1.586738135,1.615240637,1.9174207,2.071059999,2.001566917
11285.5,21.72718,21.08482735,22.66254365,2.4601181,2.687928301,2.585995979,1.5783533,1.552308205,1.561682534,1.8693445,1.791209054,1.947050406
11286,21.738724,22.20352369,23.47742382,2.467787,2.498107033,2.419535819,1.7064892,1.564963865,1.78438956,1.8106283,1.873815611,1.702534048
11286.5,21.73493,19.73372448,21.92291223,2.4764562,2.701058401,2.418104759,1.6004921,1.486858905,1.704842178,1.9271061,1.955525507,1.966052346
11287,21.759428,22.34950757,22.02628445,2.5034778,2.62404598,2.671900979,1.7500322,1.624427881,1.829998567,1.9059783,1.955749094,1.844443047
11287.5,21.757294,20.59343786,22.05189043,2.5481744,2.58010529,2.616187044,1.6079063,1.452204526,1.706148202,1.896805,1.946499812,1.851092191
11288,21.79542,23.22025404,21.58338406,2.5550048,2.518740218,2.694470504,1.7272666,1.735256398,1.684675368,2.0069971,2.069009248,1.706775228
11288.5,21.811501,22.18218077,20.87797569,2.5514581,2.347474457,2.480442996,1.72835,1.622876402,1.728339924,1.9633979,1.923699642,1.946626572
11289,21.795847,21.92033697,23.02185408,2.5576921,2.497069799,2.184249696,1.5767239,1.584377088,1.617699739,2.0140872,2.115707179,2.013114242
11289.5,21.764492,21.37133397,22.60341118,2.5687342,2.427052984,2.729709191,1.6924419,1.734606804,1.605584021,1.963652,2.084030189,2.059997347
11290,21.688341,21.99940755,20.62433051,2.5038507,2.445376758,2.671856955,1.72786,1.712749257,1.801951734,1.8562992,1.811687249,1.690093752
11290.5,21.680126,21.99393869,21.41584716,2.5005333,2.236947574,2.466818986,1.660428,1.668393473,1.595291738,1.8673608,1.850997362,1.85544153
11291,21.699921,22.6765059,20.51182868,2.4621058,2.28733957,2.389124732,1.664506,1.568856534,1.699550415,1.8676971,1.90067111,1.810673768
11291.5,21.78446,23.20287278,21.67349549,2.4315751,2.414038802,2.696679986,1.5986222,1.580116045,1.602651684,1.8308113,1.759161036,1.670852158
11292,21.790892,21.83306136,22.43895058,2.3929856,2.277550326,2.365259814,1.6281984,1.520123766,1.674844668,1.8286381,1.878080006,2.029104867
11292.5,21.816982,20.86661403,20.57927668,2.453841,2.53569179,2.376528694,1.6303186,1.625173537,1.580004961,1.8698058,1.961195674,1.733505621
11293,21.818987,20.63643173,23.11977531,2.451169,2.548756326,2.346610231,1.5808792,1.581532596,1.502036772,1.9096344,1.768433784,2.119875047
11293.5,21.760454,20.97743192,22.51166976,2.4732504,2.387920618,2.821504551,1.6245162,1.656436805,1.659961301,1.8989891,1.808364641,1.903264915
11294,21.724321,20.38468046,21.27959603,2.5230641,2.472062049,2.361013194,1.652236,1.728482895,1.59149322,1.898463,1.910270488,1.983549529
11294.5,21.735779,21.42221294,21.37276731,2.5318539,2.605976611,2.567006047,1.7114829,1.628167887,1.678699481,1.8835701,2.05203691,1.902811735
11295,21.772877,23.58177772,23.78965301,2.5629156,2.502295423,2.667328558,1.5970119,1.603763748,1.664379452,1.9290323,1.917393062,1.87563785
11295.5,21.741049,21.15824244,21.88608896,2.5573044,2.672782844,2.579563522,1.6151998,1.495923169,1.785946661,1.8854568,1.849009358,1.849576677
11296,21.765671,22.30306579,21.53133738,2.5593944,2.756406101,2.556652754,1.6380578,1.748060244,1.60820931,1.9112612,1.843848521,1.861576531
11296.5,21.783134,20.90707648,20.29657486,2.5451674,2.489290537,2.412809541,1.6940305,1.813434381,1.686271159,2.051791,2.091043459,2.091323001
11297,21.763935,24.83812463,21.00277268,2.5026548,2.578886359,2.726121888,1.6034831,1.736748402,1.536490778,1.878404,1.867544336,1.834892187
11297.5,21.766031,20.8473103,20.43572314,2.4745989,2.769111597,2.458844977,1.6566052,1.545340347,1.701553228,1.8653166,1.889005966,1.953321931
11298,21.743246,21.84937597,22.23839182,2.4983838,2.421814946,2.287751829,1.6179496,1.645313462,1.692881173,1.8347521,1.81893012,1.698965752
11298.5,21.725304,20.75773196,22.57419513,2.4813483,2.31883923,2.454196925,1.6815075,1.716640739,1.755358632,1.8367258,1.76268837,1.865810596
11299,21.73329,21.14112664,23.38742689,2.4673498,2.362758413,2.583712792,1.6161937,1.549862677,1.600873983,1.9210094,1.904409669,1.912809911
11299.5,21.764849,20.38442339,22.13720493,2.4968202,2.454481236,2.551379472,1.6647363,1.710430632,1.544293871,1.8872926,1.942324796,1.909722991
11300,21.814354,21.24004478,21.87107477,2.5293772,2.433524584,2.845986584,1.6341164,1.729080969,1.729650437,1.9475045,1.984515191,2.003383012
11300.5,21.802454,22.33544426,21.07148587,2.5701849,2.72828661,2.396882817,1.7492721,1.838638403,1.715359276,1.908723,1.990645136,1.812484779
11301,21.791183,19.83756757,20.89957785,2.565933,2.489559491,2.541108041,1.5901914,1.480570078,1.728383594,1.9679716,2.09840772,1.983199882
11301.5,21.776833,21.36688474,19.95129539,2.5989327,2.496792602,2.658723576,1.5684372,1.591024358,1.574444435,1.9235609,1.981788583,1.935879416
11302,21.73531,22.22805791,20.11170832,2.5841794,2.583602744,2.327308847,1.7058969,1.806190003,1.778374249,1.9199287,1.885764815,1.912898012
11302.5,21.73135,20.07390739,22.0264362,2.5890584,2.535261343,2.373179881,1.4983407,1.464284585,1.483264737,1.9650474,2.026031402,1.826840008
11303,21.743311,22.73577722,22.31986582,2.5386205,2.44011188,2.440219019,1.6887391,1.506140226,1.644563473,1.9414304,2.131148758,1.898764985
11303.5,21.783693,21.98527505,22.32651562,2.5284588,2.266616126,2.329456769,1.5037999,1.380019138,1.52776851,1.9110863,1.931828612,1.986639227
11304,21.806398,21.23520992,20.61671602,2.4431143,2.593602134,2.501483641,1.6194619,1.577352235,1.542638736,1.8634576,1.855799403,1.853949442
11304.5,21.782755,21.12148273,21.54969744,2.4416513,2.42402317,2.411506663,1.6554043,1.659981457,1.617660064,1.8946879,2.021103219,1.677354245
11305,21.728241,22.05094497,23.15195125,2.4485726,2.458526093,2.298826818,1.6282339,1.688662472,1.78236515,1.8008556,1.918685642,1.795855639
11305.5,21.691917,20.2451827,22.09439187,2.4437962,2.36254121,2.167940147,1.633229,1.64981049,1.618957496,1.8389893,1.8387556,1.789885332
11306,21.711721,21.04391485,20.63027833,2.4838524,2.24069254,2.554096474,1.5732117,1.55080555,1.518781949,1.889248,1.924601302,1.798960031
11306.5,21.767235,23.33433217,23.14680715,2.5028815,2.506329825,2.506680415,1.5595067,1.5600287,1.573715271,1.9002764,1.825773974,1.933947983
11307,21.797972,21.79965223,21.86743244,2.4967787,2.434592345,2.605475742,1.5530891,1.596923534,1.606817135,1.8304656,1.872225233,1.898015108
11307.5,21.802437,23.34333452,22.32456149,2.4868274,2.521940261,2.518847537,1.5881188,1.630980076,1.597319108,1.9386626,1.805809145,1.942338669
11308,21.779844,22.14822819,22.67471735,2.5373049,2.631110821,2.580206778,1.5151758,1.52387956,1.519902819,1.8962634,1.892054563,1.981716486
11308.5,21.743488,21.55007526,21.4505304,2.5343721,2.742954695,2.695320207,1.549184,1.423064345,1.597239805,1.8672506,1.984548639,1.934299442
11309,21.715359,22.15316638,21.11086024,2.5424573,2.480315384,2.497884866,1.5782995,1.620830033,1.552781348,1.9134665,1.952924682,1.823412027
11309.5,21.69828,20.62558194,22.30143621,2.5307939,2.664870495,2.640928397,1.6925926,1.71022598,1.788826135,1.9452059,1.869360953,1.814818407
11310,21.727409,23.40376316,21.4822045,2.5037279,2.580039483,2.561940412,1.7013252,1.734801602,1.745212444,1.8764939,1.974394538,1.850635662
11310.5,21.782572,21.81803117,23.01246562,2.4974053,2.605880486,2.591581305,1.6470077,1.713463211,1.777978736,1.8506795,1.800702206,1.878538098
11311,21.755213,21.58642163,22.54647,2.4687805,2.412418237,2.484833868,1.6383166,1.752974861,1.65188269,1.863059,1.725723744,1.870373386
11311.5,21.724621,22.11182696,20.86417209,2.4589331,2.627608753,2.396163339,1.5805659,1.484763837,1.654119303,1.9080708,1.914461515,1.841566934
11312,21.734985,23.0543074,23.51197205,2.4350147,2.39171103,2.470303261,1.6141368,1.626152459,1.706798415,1.8491808,1.829137416,1.850486188
11312.5,21.710583,20.68399286,21.76082327,2.4316711,2.386169596,2.477353759,1.6138021,1.562057153,1.511766255,1.7905049,1.652848474,1.644260902
11313,21.688459,23.25791273,22.44233298,2.4317067,2.486120802,2.56961587,1.7165579,1.683760539,1.690557659,1.8341625,1.790642021,1.711040552
11313.5,21.768389,21.30886024,22.77428883,2.481962,2.388713183,2.157224016,1.5657952,1.535451962,1.657868109,1.9278044,1.84019796,2.002518001
11314,21.824966,22.59085831,22.81991545,2.4853568,2.254038458,2.526573037,1.6689258,1.685779704,1.828140188,1.9263265,1.841211646,2.183094619
11314.5,21.814112,22.80741576,21.07755025,2.521935,2.500304314,2.341050972,1.5539104,1.581451684,1.423739734,1.9643238,1.903186269,1.980676449
11315,21.761677,23.17598324,21.27396546,2.5204251,2.363735148,2.564485715,1.7377505,1.679929523,1.692989643,1.9272653,1.83256992,2.171658689
11315.5,21.712238,21.63875101,22.96548202,2.5274036,2.538823056,2.713240957,1.6707329,1.565232795,1.499597477,1.8876517,1.788076439,1.8011931
11316,21.673077,20.47064781,22.658052,2.4942183,2.311470763,2.432560527,1.6024499,1.547452607,1.742392406,1.951273,2.120779809,1.964408986
11316.5,21.718349,21.87070138,21.4132392,2.4507763,2.369484665,2.493884664,1.6382557,1.616252644,1.722996995,1.8775096,1.73119975,1.706743053
11317,21.760393,20.12986317,22.32927172,2.4674938,2.361903663,2.627426907,1.6881515,1.580919401,1.711590652,1.9397819,2.022877114,1.887327134
11317.5,21.746326,23.80236477,20.97480763,2.4906361,2.598077139,2.663013406,1.6263483,1.561928624,1.615216691,1.9448874,1.945743069,1.97668496
11318,21.725843,22.28311067,21.82914306,2.4809022,2.530281161,2.657780027,1.670167,1.794721517,1.755690924,1.8202968,1.711261951,1.864496978
11318.5,21.734388,21.89736955,22.32549839,2.468456,2.461896115,2.418380039,1.5541216,1.527757721,1.543168326,1.9382805,1.787227955,1.858547395
11319,21.726252,20.14145794,22.1780542,2.4767153,2.636449242,2.452660714,1.5613748,1.627982415,1.614911405,1.8966343,1.788315092,1.898409339
11319.5,21.717138,19.75391115,20.80736532,2.4652193,2.468678349,2.416581122,1.6386596,1.632114462,1.597889362,1.8873612,1.734876212,2.019417277
