t,RMSD (Ligand) Rep1,RMSD (Ligand) Rep2,RMSD (Ligand) Rep3,RMSD Pocket Rep1,RMSD Pocket Rep2,RMSD Pocket Rep3,RMSD BB Rep1,RMSD BB Rep2,RMSD BB Rep3,Rgyr Rep1,Rgyr Rep2,Rgyr Rep3
10089.5,2.3471642,2.511177479,2.249631755,1.9465752,2.079324877,1.784038213,3.1238203,3.099381388,3.08320699,20.664148,20.80174298,20.67034809
10090,2.3728695,2.577202629,2.219296303,1.9191937,2.231262234,1.79335347,3.1551025,3.171373586,2.916807869,20.622343,20.64984957,20.56891158
10090.5,2.4562008,2.592296634,2.273333714,1.9393343,2.003416519,1.856512197,3.1853209,3.079427919,3.020690306,20.627903,20.67660289,20.57078439
10091,2.4554858,2.727835396,2.363202422,1.9738959,2.05519662,1.832787881,3.209187,3.392303708,3.145378767,20.65626,20.70882033,20.62783228
10091.5,2.2955489,2.544675353,2.154795258,1.9420664,2.076090288,1.915209723,3.2223277,3.149979014,3.080241681,20.679405,20.6974076,20.53103617
10092,2.4022832,2.551305135,2.272027118,1.9564141,2.078593703,1.900643782,3.2640147,3.387354693,3.123462273,20.648191,20.68976495,20.66794864
10092.5,2.3268199,2.423370943,2.199669862,1.922101,2.022289444,1.749441314,3.215636,3.303455222,3.104312598,20.632124,20.72899715,20.54012349
10093,2.2001381,2.388455077,2.151961558,1.9549005,2.238431591,1.796755015,3.149761,3.275584649,3.141916351,20.615831,20.6765927,20.64802295
10093.5,2.4858706,2.671534557,2.293183666,1.9474287,2.06637644,1.839619835,3.1809578,3.324735787,2.965977893,20.622078,20.66694903,20.57972092
10094,2.3708813,2.512843789,2.235585854,1.9286276,2.090425582,1.812831525,3.187819,3.269138486,3.23997302,20.649992,20.67754698,20.5639239
10094.5,2.3481128,2.493629004,2.178509879,1.9866481,2.228111631,1.908138895,3.1209393,3.092067003,2.989621179,20.665298,20.63598371,20.68420577
10095,2.4445307,2.725635562,2.349202655,1.8826094,2.05299767,1.711195281,3.1266477,3.260241968,2.959352776,20.674438,20.7264734,20.5798357
10095.5,2.3849511,2.512454583,2.313476858,1.9452523,1.989676666,1.846297807,3.1737354,3.362916589,3.054862512,20.687813,20.72021085,20.69074734
10096,2.3505204,2.540569534,2.112488373,1.9505237,2.168072302,1.875752147,3.225019,3.263316721,3.022841448,20.658512,20.74329747,20.60085576
10096.5,2.3978977,2.642917647,2.250261474,1.9707854,2.166481134,1.805754592,3.2183106,3.328206997,3.151920919,20.636824,20.69440304,20.54118016
10097,2.4797945,2.691933803,2.342409444,1.9376307,2.003419269,1.870751321,3.2090638,3.246805743,3.105740128,20.69475,20.69265337,20.70742373
10097.5,2.2845373,2.546419404,2.105822578,1.8660245,2.080930224,1.703367015,3.1815484,3.190071488,3.058937657,20.654547,20.7743627,20.59658025
10098,2.3825727,2.590893201,2.267742031,1.9329575,2.012068816,1.826183128,3.1499765,3.148437877,3.095574845,20.671272,20.74909996,20.64648393
10098.5,2.4425545,2.651966741,2.359950893,1.9408284,2.095335017,1.891713503,3.2214379,3.251069355,3.180719707,20.694376,20.72825199,20.6548572
10099,2.4279044,2.650105068,2.392715858,2.000546,2.174833406,1.846171342,3.2017591,3.384682178,3.205481433,20.659895,20.73193507,20.64454135
10099.5,2.3981032,2.509735113,2.223535998,1.9145178,2.038883204,1.919527139,3.2117748,3.288523594,3.158696844,20.595688,20.68518649,20.50512781
10100,2.3821526,2.654496856,2.302023759,1.9603068,2.09753797,1.923088028,3.1838083,3.36312891,3.030961267,20.611637,20.66065332,20.56227958
10100.5,2.5173128,2.589983332,2.350662374,1.9470445,2.138769301,1.77111894,3.1785188,3.344717289,2.918007749,20.631878,20.65169003,20.53420349
10101,2.5275564,2.842718464,2.347758569,1.9810183,2.061343938,1.817785382,3.1827791,3.229526641,2.980944875,20.680321,20.74595764,20.69841033
10101.5,2.3786123,2.5674632,2.259716327,2.0037651,2.19307631,1.910200015,3.1988165,3.448199037,3.064674756,20.674332,20.78009597,20.64480266
10102,2.2601478,2.544019312,2.044018192,1.9847001,2.097639471,1.838025199,3.131249,3.269525111,2.925444935,20.645365,20.65660121,20.60428589
10102.5,2.4367282,2.587031996,2.31146543,1.9109162,2.066446527,1.749888634,3.1562092,3.420387071,3.103811603,20.62154,20.67864231,20.5750855
10103,2.4865477,2.559651369,2.274553725,1.9083563,2.118604318,1.725571921,3.189873,3.391344966,3.229614436,20.641537,20.6916078,20.64247085
10103.5,2.3584371,2.59405308,2.214649768,1.999287,2.065588725,1.901664084,3.1997406,3.196739986,3.219632098,20.665974,20.71218566,20.64601307
10104,2.3315208,2.461185008,2.166827573,1.9495234,2.176849231,1.82760397,3.2274506,3.339415706,3.137584265,20.654156,20.73191342,20.65217848
10104.5,2.4041457,2.650306648,2.196914125,1.9788737,2.150378015,1.952586412,3.2493591,3.322870724,3.178770687,20.638107,20.61420462,20.65722767
10105,2.510731,2.644439771,2.473332563,1.9775158,2.117961225,1.821974914,3.228358,3.354625231,3.201292049,20.625095,20.70244291,20.5427163
10105.5,2.3667052,2.624070056,2.253071397,1.8852365,2.069070293,1.86478479,3.1328678,3.16250716,2.965843201,20.63279,20.61978605,20.55241456
10106,2.2814028,2.653457184,2.156348792,1.8649932,2.071224305,1.841124177,3.0957515,3.120301935,2.975514442,20.700302,20.79657531,20.68556872
10106.5,2.3833535,2.626888923,2.222576109,1.8468169,2.082042447,1.844683747,3.1103227,3.287971956,3.076124636,20.710073,20.77434026,20.68577911
10107,2.40254,2.487191156,2.175697025,1.9267091,2.006370668,1.858346081,3.1353726,3.09001186,3.177994878,20.709967,20.82128233,20.72831469
10107.5,2.4861383,2.803911269,2.307053027,1.9777938,2.125877575,1.835480875,3.1904907,3.195220353,3.204514567,20.701517,20.81319964,20.72808714
10108,2.4276378,2.603283222,2.241129127,1.9206434,2.060806638,1.869368676,3.2825191,3.324903516,3.279610528,20.691481,20.73184021,20.66866152
10108.5,2.3068409,2.40044432,2.165918609,1.9792922,2.094213057,1.788717251,3.2871428,3.280945463,3.278725226,20.689678,20.68017142,20.71279764
10109,2.4882343,2.657107398,2.3871243,1.8797024,2.049499181,1.896831817,3.2737405,3.22947527,3.363484714,20.718231,20.82383427,20.7045091
10109.5,2.3656981,2.660415551,2.120780383,1.953347,2.133536185,1.895838012,3.2438295,3.302022744,3.110616113,20.715,20.77370381,20.68225323
10110,2.4304097,2.422924583,2.212383817,1.9319482,2.082377141,1.790759299,3.1666336,3.163882118,3.083729585,20.699659,20.73836726,20.58859956
10110.5,2.248091,2.337060717,2.079467307,1.8816836,2.129357758,1.838671847,3.136374,3.20603459,3.128996561,20.646381,20.70956746,20.60775608
10111,2.4296894,2.700590914,2.388551352,1.891344,1.970691585,1.815879746,3.13234,3.331229296,2.977909066,20.634747,20.66301207,20.57997123
10111.5,2.3750093,2.568775423,2.311840608,1.850385,2.027089476,1.755213799,3.1406085,3.427824008,3.077923174,20.647652,20.66612554,20.67432433
10112,2.2841818,2.526610257,2.237816743,1.9301318,2.023560846,1.892181826,3.1337643,3.259455241,3.123061529,20.677885,20.69399055,20.59553162
10112.5,2.458591,2.745212848,2.278777835,1.9437019,2.065728921,1.8479447,3.207551,3.254863988,3.084886288,20.664948,20.70023902,20.65975303
10113,2.3744977,2.568288874,2.276645628,1.9577785,2.187626426,1.868013562,3.2477357,3.374150283,3.298253149,20.693235,20.82007401,20.64028738
10113.5,2.3846328,2.556442635,2.190236975,1.9474781,2.002004356,1.880737519,3.2420924,3.398340141,3.087108894,20.668098,20.66336294,20.64574046
10114,2.4227297,2.679343503,2.313481301,1.8619832,1.986736187,1.727317503,3.2060747,3.306050377,3.210055417,20.670839,20.77969323,20.62849408
10114.5,2.2803943,2.54977258,2.185790616,1.8884853,2.014200349,1.732857996,3.2062967,3.242409148,3.180545392,20.657089,20.71058584,20.65293897
10115,2.369827,2.567622376,2.297114028,1.8989867,1.911782222,1.848785385,3.1708758,3.300206797,3.1381929,20.638412,20.71523904,20.57941435
10115.5,2.3705533,2.575974391,2.209732114,1.871708,1.949385277,1.847168423,3.1658609,3.117459575,3.085848094,20.712538,20.6965351,20.60263273
10116,2.4148464,2.5754452,2.27590021,1.820534,2.054462881,1.726325802,3.1852698,3.223517591,3.03482058,20.698441,20.81024582,20.61175633
10116.5,2.4138501,2.523580989,2.165771318,1.8540376,2.030030145,1.798354332,3.1923752,3.204655447,3.100645166,20.690367,20.69667544,20.58765088
10117,2.3527651,2.643195028,2.117450535,1.985487,2.203810813,1.886332457,3.2077506,3.282444106,3.184418646,20.664322,20.75191332,20.6174935
10117.5,2.3977811,2.565202271,2.319698641,1.8868361,2.007461495,1.796289301,3.2025411,3.385830014,3.212800031,20.64744,20.69330076,20.61767461
10118,2.425545,2.63705066,2.289728625,1.8834237,2.043330407,1.812898049,3.2418854,3.277904608,2.890860302,20.663507,20.72152027,20.55574622
10118.5,2.4035637,2.691404395,2.241258224,1.9248097,2.220616323,1.743283733,3.2329936,3.284509538,3.293703054,20.684885,20.71220078,20.7125792
10119,2.3236239,2.624185289,2.232175472,1.8954828,2.024516341,1.758971731,3.1714795,3.331647116,3.262951865,20.696648,20.69675861,20.64224523
10119.5,2.3986497,2.713026614,1.979404117,1.8858436,1.981021667,1.765570443,3.1458364,3.301215397,3.040129202,20.680931,20.72625092,20.67869718
10120,2.3579953,2.456195806,2.216968439,1.9299147,2.179329358,1.924048661,3.2100325,3.497126902,3.193366514,20.713909,20.71222992,20.60394601
10120.5,2.5172236,2.709642517,2.350279272,1.8926628,2.080944693,1.810117975,3.2302728,3.456875281,3.254803151,20.686958,20.72134586,20.60404909
10121,2.4155319,2.571451388,2.373990091,1.9903686,2.222618995,1.884118584,3.2108107,3.272344203,3.097556901,20.649914,20.71197879,20.62532027
10121.5,2.2292035,2.419218718,2.007712676,1.9016953,1.996133934,1.844427371,3.2352314,3.412299565,3.268402584,20.600655,20.64177968,20.56803745
10122,2.3215446,2.558044357,2.269940581,1.9187595,2.030512883,1.888999718,3.187624,3.278828417,3.017808822,20.599504,20.68896034,20.48872257
10122.5,2.4093909,2.62150827,2.351583153,1.9035766,2.057754114,1.813785025,3.194633,3.276130687,3.046192928,20.666979,20.81665341,20.71004842
10123,2.3219807,2.519724474,2.110569295,1.9005748,2.015449726,1.814549847,3.1836812,3.337687092,3.054186136,20.692186,20.77230176,20.70087615
10123.5,2.3042855,2.491752429,2.244156953,1.8487148,1.996026548,1.721394501,3.1545384,3.109755997,3.073871308,20.655704,20.62531739,20.62648185
10124,2.49436,2.577350467,2.427756463,1.974135,2.142841221,1.87708296,3.1662822,3.403687186,3.060139163,20.653896,20.65932911,20.67004684
10124.5,2.2987847,2.392832925,2.169674578,1.9643223,2.17750292,1.860184649,3.2002752,3.268999999,3.165418322,20.642193,20.72192015,20.57994806
10125,2.4134171,2.765860492,2.27390939,1.9087949,2.066284184,1.905950386,3.21787,3.405936869,2.872554853,20.638681,20.70983007,20.61786235
10125.5,2.3724325,2.576496916,2.233051086,1.889823,2.096005977,1.824175187,3.2141886,3.279007787,3.097784422,20.65436,20.6561206,20.64645403
10126,2.3812103,2.481740392,2.113236731,1.9120541,1.985185854,1.781333162,3.1928077,3.509389603,3.152118956,20.717197,20.67884624,20.6629719
10126.5,2.3942094,2.655763345,2.270419617,1.8658011,2.07256278,1.719822346,3.1940427,3.328366033,2.971449401,20.734762,20.75556643,20.74150047
10127,2.3035471,2.645569253,2.090649629,1.9302843,2.011487813,1.772172495,3.2100616,3.166168924,3.188358094,20.675766,20.72527045,20.64987718
10127.5,2.4766297,2.524739749,2.342933156,1.9058909,2.033105809,1.933495738,3.2310081,3.229410214,3.248779073,20.697578,20.72453151,20.68151748
10128,2.4585092,2.726765134,2.34654552,1.8927063,2.114767506,1.88159526,3.2272298,3.189040756,3.191630335,20.66864,20.65827276,20.64487635
10128.5,2.4098434,2.575967101,2.231349042,1.9521483,2.024182582,1.904974137,3.2216232,3.218419015,3.17611606,20.672487,20.73325201,20.669909
10129,2.3288753,2.518589299,2.175965495,1.8723141,2.107903923,1.757955304,3.2592952,3.333006953,3.301166086,20.686237,20.69294821,20.61117823
10129.5,2.4559772,2.797242398,2.237891493,1.9279258,2.047760293,1.699628465,3.2536383,3.294377569,3.238010337,20.689077,20.73613453,20.674459
10130,2.2880397,2.455265981,2.123270703,1.9699881,2.116948534,1.929266026,3.227468,3.518824076,3.25406359,20.692095,20.78976639,20.6208036
10130.5,2.4661725,2.614281388,2.469429306,1.9051572,2.048833386,1.800733713,3.1817169,3.295459156,2.972771738,20.657454,20.76234341,20.54600721
10131,2.359333,2.57952126,2.266937725,1.8915074,2.066344427,1.852665748,3.1559608,3.334470133,3.128694346,20.648376,20.73574857,20.60632002
10131.5,2.3947515,2.722661625,2.245618572,1.8924593,2.176036235,1.837929936,3.1905954,3.366208061,3.145832767,20.657793,20.70556675,20.64470004
10132,2.3016632,2.443206053,2.298910841,1.9052501,2.039232055,1.805052707,3.1903574,3.244490522,3.131829514,20.714571,20.78988045,20.64740154
10132.5,2.4189212,2.585351554,2.263134978,1.8879597,2.061267869,1.759994633,3.137547,3.216287292,3.05189701,20.709419,20.70581348,20.65653767
10133,2.3413866,2.530953445,2.242393358,1.9049,2.038454246,1.80305296,3.137218,3.221146889,3.131797907,20.685787,20.7560253,20.65291612
10133.5,2.3397489,2.46250169,2.253839046,1.9624449,2.088603985,1.863239716,3.2041192,3.349814241,3.035320794,20.63269,20.62209136,20.65461304
10134,2.4905822,2.503317503,2.453082394,1.8621513,1.975314256,1.781802638,3.2476339,3.402013569,3.226082717,20.649448,20.72260432,20.60336909
10134.5,2.3495638,2.586815105,2.121191196,1.9046891,2.101266239,1.812363188,3.2343218,3.280670508,3.08839589,20.695408,20.75654144,20.63806348
10135,2.4330895,2.671720588,2.316462421,1.918389,2.049917493,1.876073875,3.1959925,3.206148891,3.011795148,20.686245,20.77849269,20.71311326
10135.5,2.4542,2.521667397,2.345786264,1.9419297,2.147519275,1.771304582,3.2018113,3.31742261,3.070892975,20.689194,20.82420564,20.66299643
10136,2.218786,2.422383499,2.074650686,1.8696303,2.016637214,1.721761819,3.2005074,3.39055623,3.038417979,20.685402,20.80585968,20.62871366
10136.5,2.4926572,2.718463347,2.3579728,1.88539,2.136082455,1.786935266,3.179275,3.191236213,3.09955502,20.667448,20.68612589,20.5928255
10137,2.3135207,2.508223045,2.144828002,1.8770033,2.078442763,1.70104249,3.1999474,3.299157239,2.931986855,20.642078,20.6644007,20.55554055
10137.5,2.3549359,2.507597432,2.150314286,1.9306062,2.162462723,1.840870248,3.2046278,3.307412233,3.132454346,20.643312,20.7062245,20.61732575
10138,2.4470482,2.664111829,2.249654472,1.9692254,2.055379348,1.925281733,3.2146695,3.283265747,3.048684892,20.657106,20.74615276,20.56504516
10138.5,2.397918,2.56390785,2.264789687,1.8929392,2.147244459,1.792469763,3.198544,3.429396152,3.094729329,20.653528,20.69263359,20.63170283
10139,2.381916,2.626051802,2.16953217,1.8714082,2.071800259,1.754853048,3.1614721,3.194968743,3.104560875,20.641918,20.75436677,20.62751989
10139.5,2.480387,2.574813635,2.389472774,1.9310009,2.143625811,1.859164206,3.1482186,3.305788561,3.043920574,20.656061,20.6773925,20.62336664
10140,2.3192666,2.561389621,2.102923631,1.8955189,1.969136881,1.779666526,3.1855991,3.317485224,2.967445062,20.690357,20.7045224,20.60226498
10140.5,2.3944395,2.762243101,2.268403216,1.8117578,1.957591154,1.787000979,3.1997645,3.277395525,3.042199135,20.727663,20.84496725,20.64807335
10141,2.4104071,2.56958245,2.246143872,1.8819723,2.040091589,1.769650751,3.2184899,3.321269247,3.312162265,20.693865,20.72601256,20.62881798
10141.5,2.3864043,2.598114625,2.166175048,1.941296,2.160660224,2.005058911,3.2207971,3.553394754,2.974540752,20.665415,20.74854189,20.62289059
10142,2.4372854,2.613647086,2.151301808,1.9608886,2.148933768,1.920007404,3.2151468,3.438215009,3.224644174,20.604374,20.69412328,20.6050362
10142.5,2.4911375,2.615394287,2.216941488,1.8951938,2.000103068,1.911673778,3.228061,3.290518874,3.024442831,20.620687,20.66151545,20.62027825
10143,2.2498465,2.361978749,2.106604687,1.8478814,2.109820885,1.635810087,3.1962831,3.205725978,3.084600085,20.714033,20.79213007,20.70423928
10143.5,2.4798055,2.676871209,2.301057381,1.8700386,2.026086957,1.801202062,3.1516428,3.300961794,3.131743608,20.711967,20.7935234,20.63790788
10144,2.5096235,2.754060638,2.457274867,1.8556265,2.003750133,1.753319947,3.184566,3.387492328,3.003689208,20.649189,20.63073206,20.63116806
10144.5,2.4841356,2.686923346,2.310525172,1.9357612,2.085157582,1.842774773,3.2293453,3.326237374,3.13813313,20.626339,20.73332951,20.59258489
10145,2.3346932,2.498236701,2.103026684,1.9228415,2.186299147,1.777437419,3.2157466,3.30930359,3.147984115,20.638298,20.71789657,20.64444301
10145.5,2.3991115,2.747117978,2.313935205,1.9400215,2.176154944,1.838264868,3.2144947,3.221834478,3.24826204,20.638357,20.71017242,20.62658795
10146,2.3370743,2.561919213,2.266926938,1.912918,2.101546971,1.799646651,3.2174394,3.420992726,3.29513195,20.686216,20.70246134,20.67941639
10146.5,2.3353138,2.563060014,2.206100907,1.8519213,2.018761057,1.657273124,3.200036,3.314219386,3.01570222,20.692461,20.71864598,20.61021294
10147,2.4274473,2.697025862,2.342193685,1.8826766,2.014921633,1.859238407,3.2207046,3.311993157,3.123886012,20.728138,20.74236317,20.68786498
10147.5,2.437732,2.726661849,2.111809029,1.9593859,2.094611021,1.912012651,3.2403698,3.229107698,3.238378274,20.697252,20.81542988,20.66704783
10148,2.4137065,2.69160273,2.301861477,1.9362452,1.992671519,1.795220587,3.2294095,3.217696461,3.158468261,20.641277,20.66874549,20.64477338
10148.5,2.4284976,2.704145315,2.324275614,1.9235424,2.129269346,1.895474337,3.2061775,3.24063839,3.202871989,20.649006,20.7346946,20.61195102
10149,2.6115041,2.763764267,2.406972866,1.9903932,2.144645276,1.952017689,3.216644,3.341257296,3.04747728,20.656145,20.8490446,20.55604403
10149.5,2.6292322,2.846512981,2.57127971,1.9049882,2.130262339,1.880816294,3.1657803,3.312918879,3.054228284,20.688414,20.7700982,20.65978199
10150,2.5293789,2.801006028,2.404059984,1.8757839,2.060363147,1.712712676,3.1449666,3.131665186,3.122443017,20.680922,20.70349574,20.61505723
10150.5,2.7474597,2.931284768,2.532831828,1.9489504,2.053030974,1.952301704,3.1792431,3.119572237,2.969932387,20.676643,20.68221767,20.65405964
10151,2.5467634,2.758975336,2.296899532,1.9519286,2.179013184,1.907928398,3.2238932,3.302333081,3.237040315,20.676725,20.70722693,20.67573033
10151.5,2.1781898,2.343893963,2.023938263,1.9587922,2.106463106,1.943905558,3.2720242,3.312388658,3.295386813,20.655378,20.65408774,20.69820295
10152,2.352819,2.516769087,2.11965813,1.9458941,2.054193071,1.845872774,3.2786126,3.393169313,3.180542858,20.653589,20.80258707,20.65444706
10152.5,2.319561,2.584009805,2.154464393,1.9278026,1.959754856,1.773915182,3.2697055,3.520007048,3.138057663,20.669577,20.72206958,20.61448616
10153,2.3021543,2.506264954,2.236527388,1.8897684,1.970222624,1.753147673,3.2381201,3.228144958,2.991647804,20.702696,20.67978124,20.64914526
10153.5,2.377821,2.576248486,2.238241366,1.9722201,2.104273114,1.862135184,3.2019756,3.305007806,2.920187466,20.685299,20.68991108,20.59307414
10154,2.3675718,2.617989417,2.165420465,1.8455969,2.033121606,1.703895166,3.2077072,3.233870187,3.100410211,20.652441,20.76778655,20.62788017
10154.5,2.3013823,2.521985746,2.227731089,1.8865287,2.052617898,1.653940547,3.1867559,3.255537901,3.184625599,20.667576,20.83840066,20.72524873
10155,2.3870256,2.608857169,2.24548666,1.9526609,2.187032101,1.891480203,3.1825535,3.317706545,3.091392626,20.642672,20.64627215,20.69564005
10155.5,2.6159208,2.734028665,2.44079566,1.942287,2.058773511,1.824009716,3.1755831,3.190065736,3.190225644,20.65085,20.69865751,20.68380311
10156,2.5570776,2.666547626,2.416327344,1.9031487,2.017480728,1.810084837,3.1851926,3.394342359,2.959471109,20.672182,20.61916857,20.59762187
10156.5,2.2151322,2.469151904,2.005871448,1.8268508,1.95471641,1.740643201,3.2202168,3.260781954,3.296544262,20.665054,20.73920388,20.6327217
10157,2.484751,2.671670586,2.229211062,1.9951682,2.267604982,1.884469076,3.2571213,3.270835307,3.189359813,20.650219,20.72177385,20.69018344
10157.5,2.3872876,2.583804855,2.251379047,1.9589068,2.080566116,1.933162519,3.2397945,3.329437172,3.163444212,20.674303,20.73151931,20.64569531
10158,2.3602288,2.565868844,2.253713046,1.9372158,2.1136578,1.771562151,3.2682095,3.442695269,3.348996361,20.667494,20.73336792,20.58376334
10158.5,2.273273,2.471390433,2.139841454,1.9049476,2.029717428,1.855157217,3.2138908,3.292751203,3.076995246,20.677059,20.70015632,20.64958105
10159,2.3836586,2.536202786,2.073889957,1.985132,2.258882302,1.958213117,3.145968,3.379966326,3.160179159,20.711372,20.70233353,20.64691153
10159.5,2.4038203,2.560689331,2.23844741,1.8846568,2.038968985,1.912060319,3.1170125,3.234005279,3.050042004,20.696854,20.74816548,20.529677
10160,2.2745547,2.468420004,2.189403515,1.866879,2.150392606,1.743828907,3.1664984,3.2986334,3.03259747,20.65012,20.703311,20.65873214
10160.5,2.3399429,2.532220806,2.130564184,1.9747809,2.129958773,1.87936837,3.211175,3.528233351,3.110545712,20.659271,20.70240999,20.63584245
10161,2.2903183,2.537929703,2.105216009,1.9892738,2.080171244,1.861073601,3.195081,3.3360788,2.998749969,20.633425,20.71574303,20.57935847
10161.5,2.3772173,2.529183169,2.230567112,1.9237558,2.031613989,1.891026737,3.2264938,3.272617788,3.157136671,20.643261,20.72909597,20.58123308
10162,2.2514536,2.443293331,2.173445104,1.8545336,1.990711305,1.711652899,3.2401075,3.440378256,3.313364325,20.673702,20.71854026,20.67851083
10162.5,2.430167,2.598629057,2.231081518,1.9781433,2.16512651,1.829152044,3.2462456,3.573546782,3.18426514,20.695442,20.77181006,20.62797622
10163,2.2791221,2.482310299,2.216271592,1.9009535,2.096727355,1.865461656,3.2868831,3.49588984,3.117214745,20.67411,20.71162805,20.65271119
10163.5,2.3800924,2.618415145,2.232903751,1.928912,2.023565906,1.886368619,3.2844625,3.411616541,3.169523479,20.650545,20.73955424,20.60658258
10164,2.3370938,2.53345728,2.279266648,1.8398391,2.021223718,1.834546545,3.2322361,3.284673135,3.210256143,20.657249,20.71209288,20.60648543
10164.5,2.4407351,2.691832002,2.307428383,1.8990612,2.066872445,1.782705941,3.1413903,3.379134015,3.212415898,20.663422,20.75998033,20.5561986
10165,2.362942,2.492673308,2.287680545,1.8525978,1.937353291,1.793345174,3.1321573,3.297037507,3.111042267,20.693771,20.79860645,20.60138935
10165.5,2.3407118,2.520762039,2.187590387,1.9056909,2.04428111,1.753904013,3.1515737,3.197503559,3.099414948,20.729206,20.82570131,20.6820178
10166,2.3659158,2.570858808,2.230710937,1.9375535,2.119788811,1.859409691,3.2120109,3.330780427,3.133228979,20.662201,20.71325668,20.59411002
10166.5,2.3601828,2.600647534,2.335797248,1.9408174,2.033142162,1.95467324,3.2416737,3.396988779,3.254631111,20.652704,20.72239274,20.58013895
10167,2.3901811,2.60738186,2.316805109,1.9241391,2.101852199,1.765426118,3.2729108,3.283546133,3.283973244,20.625074,20.73933857,20.55244754
10167.5,2.3307748,2.539808525,2.286808013,1.9078542,2.15152651,1.898813042,3.2581115,3.386617197,3.177006276,20.656244,20.61550769,20.53499941
10168,2.5392609,2.834982899,2.532633192,1.9440507,2.140546682,1.788581778,3.2763915,3.370554623,3.231757805,20.690498,20.78706951,20.66473244
10168.5,2.4611623,2.564778296,2.218225734,1.8714361,2.064093033,1.798784129,3.2250631,3.151275497,3.070470986,20.669371,20.76601813,20.63625782
10169,2.2508216,2.418087349,2.226569982,1.8799162,2.046552776,1.728711012,3.1811063,3.273556866,3.219629385,20.640087,20.63932125,20.59417552
10169.5,2.4519322,2.640832181,2.365623055,1.9263215,2.078732566,1.744944171,3.1750853,3.215538667,2.928387343,20.677452,20.74012096,20.67218355
10170,2.4060569,2.633977254,2.212981634,1.9854074,2.073137037,1.915142244,3.195631,3.369775879,3.14208185,20.716221,20.73359965,20.71934955
10170.5,2.4336357,2.681572542,2.289038642,1.8894007,1.967529857,1.804134925,3.2250078,3.481299119,3.084045908,20.677643,20.68692545,20.61475671
10171,2.3900881,2.750535182,2.313987145,1.9124789,2.021690279,1.837173198,3.2751565,3.448411068,3.146017181,20.640306,20.70446737,20.59339215
10171.5,2.3415313,2.526395703,2.230724239,1.8954111,2.031444162,1.815032789,3.2454386,3.395564433,3.307740371,20.632908,20.69870049,20.63887702
10172,2.4391022,2.656557939,2.209239542,1.935607,2.1263789,1.850335166,3.2251158,3.412487733,3.111446419,20.706318,20.70542033,20.66205139
10172.5,2.4341519,2.576552798,2.257345375,1.9028089,2.074708701,1.756412007,3.200058,3.403064553,3.08109293,20.667389,20.70143179,20.63023281
10173,2.2211101,2.428846831,1.955176468,1.9252892,2.099411442,1.746409205,3.2533083,3.254543193,3.213051705,20.688723,20.78340657,20.7223213
10173.5,2.3605332,2.643873256,2.253270611,1.9476959,2.12367091,1.892071789,3.2959528,3.510539463,3.386796041,20.693169,20.73154404,20.61322573
10174,2.4105473,2.487444103,2.320897549,1.9268066,1.980676559,1.808032751,3.2236049,3.439669975,3.046854677,20.690361,20.77493472,20.67511581
10174.5,2.3257079,2.530303927,2.08653027,1.904672,2.030232002,1.837485028,3.1955128,3.408393746,2.978973957,20.652815,20.73669113,20.65198788
10175,2.2500448,2.44063801,2.102589153,1.9106464,2.105541954,1.720325272,3.2350998,3.147620258,2.962202554,20.681751,20.71826284,20.59352348
10175.5,2.388201,2.695838114,2.230226153,1.917768,2.112913485,1.97179931,3.2480974,3.301836779,3.034527413,20.687868,20.77846964,20.63555771
10176,2.4372206,2.618674539,2.200371377,1.9168848,2.097213177,1.774730564,3.2526026,3.489870802,3.220300875,20.659983,20.68192873,20.59201143
10176.5,2.4617138,2.747717296,2.286833361,1.9248838,2.063084056,1.75970814,3.2004714,3.222001667,3.211268863,20.656647,20.71282633,20.70480996
10177,2.3712201,2.59428527,2.281257495,1.8817929,2.022008614,1.870165644,3.1758323,3.315105244,3.104004712,20.646376,20.72604118,20.61162208
10177.5,2.3410168,2.468779083,2.349422297,1.8866028,2.072114596,1.734429226,3.190423,3.303294242,3.209506823,20.651737,20.68097487,20.5426497
10178,2.4373198,2.564238911,2.413726799,1.9516582,1.990662271,1.773313098,3.2029433,3.364943517,3.072254947,20.719631,20.78629394,20.74932317
10178.5,2.3501279,2.658475886,2.219789772,1.9257487,2.104718954,1.810132572,3.2011359,3.440572671,3.027110649,20.730337,20.78474992,20.66907124
10179,2.4444978,2.620944054,2.342073731,1.9058779,2.073789191,1.74906679,3.1533771,3.313476671,3.097489548,20.663046,20.68384459,20.54878082
10179.5,2.3888545,2.681997434,2.285938153,1.8560691,1.937361702,1.833476637,3.1978903,3.309701969,3.130936388,20.63238,20.65685753,20.58930424
10180,2.338871,2.476395006,2.196961979,1.846032,2.024583886,1.699694086,3.1911843,3.233548527,3.210315093,20.666061,20.78281385,20.62804058
10180.5,2.3847375,2.629503741,2.258316885,1.8981663,2.089563272,1.795611291,3.1676245,3.493721115,3.071142763,20.687944,20.74273456,20.68452845
10181,2.3337886,2.655911987,2.163907243,1.9104593,2.122582361,1.839129213,3.1818235,3.313690378,3.124646238,20.687572,20.73013669,20.61941643
10181.5,2.4083798,2.551295795,2.305790032,1.9307474,2.092476154,1.821018067,3.1848397,3.418983424,3.268800149,20.641005,20.68898924,20.59464
